id;rfq_create_date;part_number;rfq_company;position_quantity
C401D4FA;14.06.2024;S5791203101100;UTAH;4
C401D4FA;14.06.2024;S5791203100700;UTAH;4
C401D4FA;14.06.2024;S5791203100300;UTAH;4
53E29B8D;14.06.2024;3830351-1;777;200
1A4E5AC0;14.06.2024;72303301-3;WIN;1
4CEFC6E8;14.06.2024;541674-4;UTAH;1
F3CB5B81;14.06.2024;8061-536;777;3
708222D8;14.06.2024;1FA14012-8;777;1
1C17F4A8;14.06.2024;51090160-1;AESHAM;1
2DC02866;14.06.2024;9791132-501;UTAH;1
DD3931F9;14.06.2024;1708897;AESHAM;1
FA60B464;14.06.2024;649-788-432-0;BTC-J;1
7A0CAA87;14.06.2024;SG8191-1;UTAH;1
B0EDE941;14.06.2024;D717-01-100;AESHAM;30
a9cf14d2;14.06.2024;HA915-3;UTAH;2
7A0CAA87;14.06.2024;SG8191-1;UTAH;1
85928DC1;14.06.2024;822-1261-102;UTAH;1
a9cf14d2;14.06.2024;HA915-3;UTAH;3
a9cf14d2;14.06.2024;HA915-3;UTAH;3
a9cf14d2;14.06.2024;HA915-3;UTAH;3
4E596DC2;14.06.2024;266-E5542-00;BELKA;1
54D02F59;14.06.2024;9104A0009-02;SEVENELEVEN;3
54D02F59;14.06.2024;2695A0000-01;SEVENELEVEN;3
3b314b8a;14.06.2024;144-405-000-033;SEVENELEVEN;1
3b314b8a;14.06.2024;144-405-000-033;SEVENELEVEN;1
3b314b8a;14.06.2024;144-405-000-033;SEVENELEVEN;1
3b314b8a;14.06.2024;144-405-000-033;SEVENELEVEN;1
3b314b8a;14.06.2024;144-405-000-033;SEVENELEVEN;1
B5A37432;14.06.2024;3880938-1;FLUI;50
B5A37432;14.06.2024;7590361-101;FLUI;50
B5A37432;14.06.2024;3880938-1;FLUI;50
72CF1BEF;14.06.2024;AS1591-10-0232A;UTAH;3
B5A37432;14.06.2024;3880938-1;FLUI;50
82991CC9;14.06.2024;0102AW1AF-1;SIBA;2
1E6081AF;14.06.2024;MS24665-132;CZ-H;4
4bf710bf;14.06.2024;1386M56P03;777;1
001CAE25;14.06.2024;382K02-1;CZ;4
31A8AB2B;14.06.2024;217K22-1;CZ;4
1753FCBA;14.06.2024;1320A0000-02;WIND;1
B7A07EFC;14.06.2024;1J512-03600-000;UZBEKISTAN AIRWAYS;10
268907FD;14.06.2024;P665A0001-03;;
241365B5;14.06.2024;822-1604-152;;
82991CC9;14.06.2024;0102AW1AF-1;ASIAPACIFIC;2
B0EDE941;14.06.2024;D717-01-100;777;1
4F5D393B;14.06.2024;3505188-9;ALLSERV;1
708222D8;14.06.2024;1FA14012-8;SEVENELEVEN;1
53318706;14.06.2024;DMC50-17;FLYBAGHDAD;1
32500378;14.06.2024;473955-1;FLYBAGHDAD;1
08F85C3A;14.06.2024;G7404-124;FLYBAGHDAD;1
B0EDE941;14.06.2024;D717-01-100;FLYBAGHDAD;8
887359CE;14.06.2024;1152464-265;SMART;2
27EDFDDC;14.06.2024;2118966-222;SMART;2
8691C25A;14.06.2024;810-2042/K;UTAH;15
8691C25A;14.06.2024;147E5542-00;UTAH;15
53E29B8D;14.06.2024;3830351-1;SEVENELEVEN;200
F9E93319;14.06.2024;34265-8;FLYBAGHDAD;1
00CC728F;14.06.2024;3289562-5;FLYBAGHDAD;1
28C6A63A;14.06.2024;064-50000-2000;FLYBAGHDAD;1
F050A4B3;14.06.2024;60-4983-3;FLYBAGHDAD;1
F7F95FBB;14.06.2024;170-14458-990;FLYBAGHDAD;1
6CD776D7;14.06.2024;473597-5;FLYBAGHDAD;1
4161D884;14.06.2024;170-14461-990;FLYBAGHDAD;1
DF2D8F52;14.06.2024;170-14460-990;FLYBAGHDAD;1
EB270C3C;14.06.2024;5399-00-3;FLYBAGHDAD;1
7c4481f8;15.06.2024;3876225-2;UTAH;1
FB2FA3B8;15.06.2024;149A7661-53;WIN;2
1F9E3D9B;15.06.2024;149A7661-56;WIN;1
8FD50E83;15.06.2024;149A7661-57;WIN;1
2CBB2868;15.06.2024;822-5404-001;SIBA;1
2CBB2868;15.06.2024;822-5404-001;SIBA;1
839c2f14;15.06.2024;69-37324-78;UTAH;1
4A6BC598;15.06.2024;45-0351-5;RJ;1
ABA0CCF4;15.06.2024;B372BAM0515;YAM;1
62066597;15.06.2024;1-899-29;YAKA;2
dd719bb3;15.06.2024;692546-4;RJ;1
99DAB708;15.06.2024;200-26604-02;RJ;1
A507A983;15.06.2024;1211313-010;UTAH;1
DE49B524;16.06.2024;3505582-65;SIBA;2
7187158C;16.06.2024;15-0712-12SD;UTAH;1
7187158C;16.06.2024;15-0712-12;UTAH;1
F80D13C9;16.06.2024;71404-2;SIBA;1
6A510E8F;16.06.2024;1303A0000-04;AESHAM;1
B815F557;16.06.2024;2100002-01-048;UTAH;1
DF64ACB1;16.06.2024;5-89355-88;ISHAK;1
04d43cd3;16.06.2024;9992M86G08;TECHNIC;2
A2A01BF8;16.06.2024;5-89355-87;ISHAK;1
CBBBB4D3;16.06.2024;E21326000-1;AESHAM;2
8964918B;16.06.2024;902020-01;AESHAM;1
9C449831;16.06.2024;7260-77;TECHNIC;20
C7EC2E5E;16.06.2024;7164-1-021-8184;TECHNIC;20
DE2126BA;16.06.2024;233A2306-3;WIN;5
F519CA07;17.06.2024;182820-3;SMART;1
9F60A037;17.06.2024;10-631045-2;AESHAM;6
D5A0D428;17.06.2024;67600014-1;WIN;1
0B40C672;17.06.2024;320362-2-1;UTAH;1
1c254cf8;17.06.2024;2100M96P05;UTAH;45
5070898C;17.06.2024;2758;SMART;2
AF86239E;17.06.2024;3214552-5;YAKA;1
CCFC6547;17.06.2024;3876226-1;YAKA;1
58694381;17.06.2024;3876271-1;NOR;2
28740CD6;17.06.2024;2651-278-21;BELKA;1
149DD758;17.06.2024;3876237-1;NOR;2
732AAEDD;17.06.2024;727-1213-03;AESHAM;4
0D2B7CAD;17.06.2024;E28180-20-0006;AESHAM;60
031035FC;17.06.2024;500-12Y;YAM;1
D27480F7;17.06.2024;72303141-1;WIN;1
C6E52F34;17.06.2024;60-755100-5;WIN;1
D5B26D95;17.06.2024;2-1457-2;AZR;5
D5B26D95;17.06.2024;2-1457-1;AZR;5
3996c6bd;17.06.2024;AR9030-1D5D492;WIND;1
A42E806B;17.06.2024;C19266EA01;WIND;1
B7824883;17.06.2024;8-372-05;WIND;1
CC582A6B;17.06.2024;2R59573001-1;PROZAMB;2
B815F557;17.06.2024;2100002-01-048;AESHAM;20
A4C08BEC;17.06.2024;WE3881767-1;777;2
2427645E;17.06.2024;1853M33P06;WIND;1
51198EE4;17.06.2024;606802-2;WIND;1
85d60b14;17.06.2024;1-6212-100G;AMG;1
C69C25EA;17.06.2024;1658-6;MYANMAI;1
85DCF978;17.06.2024;3876255-2;WIND;1
BC5EAD4C;17.06.2024;312BS101-1;WIND;1
7476B398;17.06.2024;65-0294-21;WIND;1
203CAAC2;17.06.2024;69-42136-31;777;1
58506ed4;17.06.2024;269K43-2;TUL;2
EEFAE992;17.06.2024;3079013-01;MYANMAI;3
BFA39807;17.06.2024;3244871-8;MYANMAI;1
82C94B24;17.06.2024;R815505S3W;MYANMAI;4
82C94B24;17.06.2024;R815505-6;MYANMAI;4
1B64E0FA;17.06.2024;105-003-2;MYANMAI;1
C4D66CEC;17.06.2024;102-003-11;MYANMAI;1
08CD9322;17.06.2024;C146440-2;MYANMAI;1
DAC111B2;17.06.2024;8260-123;MYANMAI;1
57137F17;17.06.2024;FR3222;MYANMAI;1
78E204E2;17.06.2024;FR3123;MYANMAI;1
3D4D4F18;17.06.2024;CGDU2200-00;MYANMAI;1
2983D39A;17.06.2024;40678-2;MYANMAI;1
DC728BAE;17.06.2024;DK120/90;MYANMAI;1
B21DBB01;17.06.2024;MC10-04-110;MYANMAI;1
26ea70cf;17.06.2024;01N65900;MYANMAI;1
A8C8AA1E;17.06.2024;B03AA1040;MYANMAI;1
E5D67951;17.06.2024;2340356-3;MYANMAI;1
1E47BCCE;17.06.2024;103-003-2;MYANMAI;1
ECD27535;17.06.2024;1421-100;MYANMAI;1
E30EA74F;17.06.2024;MXP601;MYANMAI;1
9786FB32;17.06.2024;ACP2531;MYANMAI;1
203CAAC2;17.06.2024;69-42136-35;777;1
82C94B24;17.06.2024;R815505-6;UTAH;4
82C94B24;17.06.2024;R815505-6;UTAH;4
82C94B24;17.06.2024;R815505R3W;UTAH;4
9C5E40E3;17.06.2024;188-11079-990;UTAH;1
887359CE;17.06.2024;1152464-265;UTAH;1
82C94B24;17.06.2024;R815505-9;UTAH;4
82C94B24;17.06.2024;R815505-6;UTAH;4
82C94B24;17.06.2024;R815505S3W;UTAH;4
4bdb9dfc;17.06.2024;211C223-516;AESHAM;1
4bdb9dfc;17.06.2024;211C223-516;AESHAM;1
A845E79B;17.06.2024;113A2172-603;NOR;1
4CEFC6E8;17.06.2024;541674-4;WIND;1
1C17F4A8;17.06.2024;51090160-1;AESHAM;2
7F9E7EEC;17.06.2024;285W0114-5;AESHAM;1
6A510E8F;17.06.2024;1303A0000-04;AESHAM;1
B7824883;17.06.2024;8-372-05;WIND;1
125DE036;17.06.2024;49-170-11;WIND;1
5A4C68C2;17.06.2024;5000-1-01A2396;777;1
203CAAC2;17.06.2024;69-42136-31;777;1
62066597;17.06.2024;1-899-29;YAKA;2
F80D13C9;17.06.2024;S274T402-30;SIBA;1
F80D13C9;17.06.2024;71404-2;SIBA;1
7b594db5;17.06.2024;2080M28P06;777;208
F80D13C9;17.06.2024;71404-2;SIBA;1
CA7943EB;17.06.2024;442653;AESHAM;4
45F72DC8;17.06.2024;071-50001-8102;WIND;1
f0b0271d;17.06.2024;CT2542AG02;MYANMAI;1
1DEC3B72;17.06.2024;CAU2533AC01;MYANMAI;1
9786FB32;17.06.2024;ACP2531;MYANMAI;2
51C34CBD;17.06.2024;ELT90A2560102001;MYANMAI;2
26ea70cf;17.06.2024;01N65900;MYANMAI;2
4E596DC2;17.06.2024;266E5542-00;MYANMAI;1
4F6029EF;17.06.2024;141A6570-1;UTAH;18
E676BBD4;17.06.2024;11-0322-9;UTAH;2
9F12C435;17.06.2024;305766-1;UTAH;1
BDF4A702;17.06.2024;3608000-4;UTAH;5
BDF4A702;17.06.2024;3617750-1;UTAH;5
22CB5C74;17.06.2024;20791-02AB;IRA;1
DB69CFDF;17.06.2024;201042031;CRUISER PHIL;2
33FB76DB;17.06.2024;822-1821-002;AESHAM;1
e12410bb;17.06.2024;522782;UTAH;1
C64CE638;17.06.2024;3214960-3;MYANMAI;1
4B563A91;17.06.2024;3289704-1;MYANMAI;2
E84BCD7E;17.06.2024;FE205-000;MYANMAI;1
D758749A;17.06.2024;S5411275900200;MYANMAI;2
F641395E;17.06.2024;9599-607-14562;MYANMAI;1
AC078965;17.06.2024;SPSATR42-1-2-2;MYANMAI;1
DB73E061;17.06.2024;7003360-946;MYANMAI;1
5D416F1E;17.06.2024;622-8973-001;MYANMAI;1
D9CBB2D5;17.06.2024;7003110-912;MYANMAI;1
67AA5945;17.06.2024;457400TC0812;MYANMAI;1
05DEB80B;17.06.2024;863521-02;MYANMAI;3
A8C8AA1E;17.06.2024;B03AA1040;MYANMAI;1
64842ab1;17.06.2024;SM150D19;MYANMAI;2
15F10783;17.06.2024;820539-1;MYANMAI;2
47135CC5;17.06.2024;64141-362-1;MYANMAI;2
154D933C;17.06.2024;3126129-01;MYANMAI;4
D2634826;17.06.2024;CH34817;MYANMAI;6
54899EB4;17.06.2024;8236-3;MYANMAI;2
1E47BCCE;17.06.2024;103-003-2;MYANMAI;2
E28B677B;17.06.2024;624992-3;MYANMAI;1
356CB5E0;17.06.2024;DHE1148;MYANMAI;1
4B47901B;17.06.2024;R25-1M2CW;MYANMAI;12
CD0A86D4;17.06.2024;785-259-1;MYANMAI;4
3ba899e7;18.06.2024;6577-1;UTAH;2
55720AD3;18.06.2024;EM91-79-5;ALR;1
55720AD3;18.06.2024;EM91-79-5;ALR;1
55720AD3;18.06.2024;EM91-79-5;ALR;1
55720AD3;18.06.2024;EM91-79-5;ALR;1
C8516FD1;18.06.2024;MA30A1017;ALR;1
FE81970E;18.06.2024;C13042AA04;URA;1
909FAB11;18.06.2024;90-10072-2;UTAH;3
671F315A;18.06.2024;1-6312-300;WIND;1
D9293EE1;18.06.2024;0871BN3-10;AESHAM;1
9b2c5744;18.06.2024;383900-1011;SIBA;1
C0892281;18.06.2024;340-252-307-0;777;1
1243960A;18.06.2024;E72230-09;AESHAM;3
6B779300;18.06.2024;2341590-1;AESHAM;2
ED759A10;18.06.2024;R15048;SIBA;1
58506ed4;18.06.2024;269K43-2;TULUP CARE;5
afe56874;18.06.2024;6137-5;SIBA;1
448792D1;18.06.2024;1153154-4;WIND;1
C0892281;18.06.2024;340-252-307-0;SIBA;12
f08ef799;18.06.2024;325-029-908-0;SMART;2
7CD5F6B3;18.06.2024;1317M47G18;777;11
63EFCBD2;18.06.2024;1317M47G16;777;2
268907FD;18.06.2024;P665A0001-03;777;1
DE2126BA;18.06.2024;233A2306-3;777;19
5DB6511B;18.06.2024;806835-01;UTAH;5
13305DE3;18.06.2024;51090414-1;UTAH;1
1C17F4A8;18.06.2024;51090160-1;AESHAM;2
9ca8076b;18.06.2024;B42365-1;UTAH;5
13305DE3;18.06.2024;51090414-1;UTAH;1
16123269;18.06.2024;3520-0579-01;UTAH;1
268907FD;18.06.2024;P665A0001-03;SIBA;1
B5A37432;18.06.2024;3880938-1;777;120
72841918;18.06.2024;720737-5;UTAH;2
7049dd9c;18.06.2024;8TJ143TAA1;UTAH;1
8691C25A;18.06.2024;810-2042/K;UTAH;6
422101B4;18.06.2024;285W0024-1B;UTAH;1
DF9E6078;18.06.2024;7800000-010;UTAH;1
E30167FF;18.06.2024;411N1281-4C;UTAH;500
E30167FF;18.06.2024;411N1281-4C;UTAH;500
98F3BE40;18.06.2024;285W0024-7L;UTAH;1
E30167FF;18.06.2024;411N1281-4C;UTAH;500
E30167FF;18.06.2024;411N1281-4C;UTAH;500
87795743;18.06.2024;16135-81;FLYBAGHDAD;2
C8E7389C;18.06.2024;C20626200;FLYBAGHDAD;3
401be943;18.06.2024;2042M67P02;IRA;1
649B1839;18.06.2024;340-001-814-0;FLYBAGHDAD;20
DBB3689E;18.06.2024;141A4810-37;FLYBAGHDAD;2
4CEFC6E8;18.06.2024;541674-4;FLYBAGHDAD;1
F519CA07;18.06.2024;182820-3;SMART;1
DF9E6078;18.06.2024;7800000-010;AZR;1
632CD3CC;18.06.2024;FE201-6-002;UTAH;2
632CD3CC;18.06.2024;FE201-6-003;UTAH;2
4CB44515;18.06.2024;822-1991-002;CZ;1
814FCA02;18.06.2024;2100-1025-22;UTAH;10
F7F95FBB;18.06.2024;170-14458-990;777;10
E7BB8EB9;18.06.2024;3291172-2;AZR;2
8964918B;18.06.2024;902020-01;WIN;3
E9A7DBF6;19.06.2024;9651-35-0004;AESHAM;4
433AA773;19.06.2024;MS24665-134;AESHAM;661
7552A968;19.06.2024;MS24665-304;AESHAM;418
0C815F5B;19.06.2024;MS24665-155;AESHAM;636
B5A37432;19.06.2024;3880938-1;AESHAM;74
18306F28;19.06.2024;MS21043-4;AESHAM;24
f0881c09;19.06.2024;4005-1-011-9006;AESHAM;64
FDA5A1E3;19.06.2024;QA06423-01;AESHAM;34
0818f5cf;19.06.2024;AMBK4-4015;AESHAM;17
79051062;19.06.2024;822-1567-102;NOR;1
9a28c698;19.06.2024;ALL488-101-0;AESHAM;12
D9F82B02;19.06.2024;14401-029;AESHAM;11
9F12C435;19.06.2024;305766-1;AESHAM;4
B662B1AD;19.06.2024;TAAI3-998211-01;AESHAM;5
E87979AD;19.06.2024;S67-2002-28;AESHAM;1
269D6BEF;19.06.2024;31P172-27-1;UTAH;1
54455261;19.06.2024;761574B;UTAH;1
44E7B8C9;19.06.2024;066-50008-0408;SIBA;1
C0892281;19.06.2024;340-252-307-0;SIBA;30
966AD8F8;19.06.2024;2612412-1A;UTAH;1
8AC97FC5;19.06.2024;1806D0000-01;URA;1
72004444;19.06.2024;622-2363-001;UTAH;1
142BD605;19.06.2024;8921082G5;UTAH;4
B383CC0A;19.06.2024;AR9042-11;UTAH;4
142BD605;19.06.2024;8921082G5;UTAH;4
f0881c09;19.06.2024;4005-1-011-9006;CRUISER PHIL;10
DC08EBB0;19.06.2024;9043110-16;DREAM;1
839c2f14;19.06.2024;69-37324-78;UTAH;1
23d026dd;19.06.2024;4395153Y00;RJ;6
448792D1;19.06.2024;1153154-4;WIND;1
584AD654;19.06.2024;1-002-0102-2090;WIND;1
268907FD;19.06.2024;P665A0001-03;SIBA;2
268907FD;19.06.2024;P665A0001-03;SIBA;2
B5A37432;19.06.2024;3880938-1;WIND;10
22934BD5;19.06.2024;3-1674;WIN;1
22934BD5;19.06.2024;3-1674;WIN;1
22934BD5;19.06.2024;3-1674;WIN;1
22934BD5;19.06.2024;3-1674;WIN;1
22934BD5;19.06.2024;3-1674;WIN;1
d6b04d22;19.06.2024;E42085;UTAH;3
BFB8BA9B;19.06.2024;24E507009G03;AESHAM;3
839c2f14;19.06.2024;69-37324-78;UTAH;1
D7C686B8;19.06.2024;241-298-002-016;AESHAM;1
1E47BCCE;19.06.2024;103-003-2;UTAH;10
387B8921;19.06.2024;902014-01;WIN;5
2b46d34f;19.06.2024;066-50014-0202;CRUISER PHIL;1
28C12FAC;19.06.2024;1266-100;CRUISER PHIL;2
ED1B771D;19.06.2024;1312B0000-02;CRUISER PHIL;1
6CAEC55D;19.06.2024;14330-230;CRUISER PHIL;1
3b314b8a;19.06.2024;144-405-000-033;CRUISER PHIL;2
BFB8BA9B;19.06.2024;24E507009G03;CRUISER PHIL;1
54D02F59;19.06.2024;2695A0000-01;CRUISER PHIL;1
3A4ECCE8;19.06.2024;3876227-2;CRUISER PHIL;1
57975B50;19.06.2024;600700-00-501;CRUISER PHIL;1
a5500d40;19.06.2024;8910-332;CRUISER PHIL;1
ce992978;19.06.2024;APE5100-1;CRUISER PHIL;1
4EEF6BC9;19.06.2024;CZ9DM6A;CRUISER PHIL;1
A7F112C8;19.06.2024;E21330000-1;CRUISER PHIL;3
693F598B;19.06.2024;5010520-1;AEROLINEAS SOSA;1
6B45B3FB;19.06.2024;S8990-010;RJ;1
D71BF2F1;19.06.2024;2205120-4SR1;UTAH;1
D71BF2F1;19.06.2024;2205120-4;UTAH;1
771A49D2;19.06.2024;971533;METAL;1
DF1850DD;19.06.2024;7014300-901;METAL;1
3C547CCE;19.06.2024;30086-011;METAL;1
046F00EF;19.06.2024;GG431-2031-1;RJ;2
A90E8BBE;19.06.2024;NAS1612-6;RJ;4
7CD5F6B3;19.06.2024;1317M47G18;777;16
63EFCBD2;19.06.2024;1317M47G16;777;4
584AD654;19.06.2024;1-002-0102-2090;WIN;1
2DBE7A17;19.06.2024;3215618-5;YAKA;1
2DBE7A17;19.06.2024;3215618-4;YAKA;1
79051062;19.06.2024;822-1567-102;YAKA;1
9F60A037;19.06.2024;10-631045-3;UTAH;1
9F60A037;19.06.2024;10-631045-3;UTAH;1
9F60A037;19.06.2024;10-631045-3;UTAH;1
9F60A037;19.06.2024;10-631045-3;UTAH;1
9F60A037;19.06.2024;10-631045-2;UTAH;1
9F60A037;19.06.2024;10-631045-3;UTAH;1
2DDA0432;19.06.2024;80-207-01;TECHNIC;2
983891C9;19.06.2024;D434-56-001;UTAH;1
C2C7BDA3;19.06.2024;M30903938;AESHAM;20
C2C7BDA3;19.06.2024;30903938;AESHAM;20
C2C7BDA3;19.06.2024;30903938;AESHAM;20
5745b93d;19.06.2024;974540;AESHAM;2
B0BBA189;19.06.2024;3840165-4;ISHAK;1
22e0bc6e;19.06.2024;3822504-3;ISHAK;1
1C17F4A8;20.06.2024;51090160-1;AESHAM;1
E8BF690F;20.06.2024;176200-01-01;MYANM;1
DE49B524;20.06.2024;3505582-65;URA;3
6A510E8F;20.06.2024;1303A0000-04;AESHAM;1
909FAB11;20.06.2024;90-10072-2;UTAH;4
00E6F522;20.06.2024;P4-01-0021;YAM;1
3F3645C7;20.06.2024;63216083-3;URA;1
D758749A;20.06.2024;S5411275900001;UTAH;1
4CB7CB82;20.06.2024;149A7661-58;UTAH;1
DFD0B699;20.06.2024;143A8335-1;UTAH;1
02BA692D;20.06.2024;305766-4;777;1
59891EC5;20.06.2024;8ES360000-00;RJ;1
22E0DDA0;20.06.2024;822-1821-332;AESHAM;1
c1868193;20.06.2024;3827152-3;777;1
C8E7389C;20.06.2024;C20626200;SIBA;2
4bdb9dfc;20.06.2024;211C223-516;AESHAM;2
135265E8;20.06.2024;28B545-9;AESHAM;2
19164D3B;20.06.2024;A35229;777;10
2b46d34f;20.06.2024;066-50014-0202;AESHAM;1
F7B37379;20.06.2024;S3225-905;TUPAK;4
9A7AFC33;20.06.2024;M83248-1-034;TUPAK;1
F21151E4;20.06.2024;7014664-902;TUPAK;3
44E7B8C9;20.06.2024;066-50008-0408;SIBA;1
44E7B8C9;20.06.2024;066-50008-0408;SIBA;1
22E0DDA0;20.06.2024;822-1821-332;AESHAM;1
4CEFC6E8;20.06.2024;541674-4;WORLD CARGO AIRLINE;1
A935BF5D;20.06.2024;MF20-003;WORLD CARGO AIRLINE;1
7CE7F7A6;20.06.2024;4082260-937;YAKA;1
E5485854;20.06.2024;WE3881639-1;RJ;2
E5485854;20.06.2024;WE3881639-1;RJ;2
CA9CEA31;20.06.2024;10-61224-12;UTAH;1
CA9CEA31;20.06.2024;976J498-2;UTAH;1
2AAA37B6;20.06.2024;82165-18-005;UTAH;2
2AAA37B6;20.06.2024;82165-22;UTAH;2
2AAA37B6;20.06.2024;82165-22;UTAH;2
2AAA37B6;20.06.2024;82165-10-005;UTAH;2
2AAA37B6;20.06.2024;2882-18-1;UTAH;2
2AAA37B6;20.06.2024;82165-22;UTAH;2
2AAA37B6;20.06.2024;82165-22;UTAH;2
4A996FBE;20.06.2024;MF10-02-11;AREPAIR;1
25B26F16;20.06.2024;4101054;NOR;1
55720AD3;20.06.2024;EM91-79-5;NOR;1
55720AD3;20.06.2024;EM91-79-5;NOR;1
55720AD3;20.06.2024;EM91-79-5;NOR;1
1C2A11DC;20.06.2024;65C26787Y22;UTAH;1
38E3D8A9;20.06.2024;AS1591-06-0362A;UTAH;2
1007E9D6;20.06.2024;822-2256-001;JETIX;1
C0892281;20.06.2024;340-252-307-0;WIN;20
8BDA2A5B;20.06.2024;SC4L500301-5;WIN;5
5e3e12cb;20.06.2024;3059678-01;CZ-H;2
2EFE0F60;20.06.2024;066-50008-0406;UTAH;1
574F59BA;20.06.2024;3214958-2;UTAH;1
7AFF4D4D;20.06.2024;107484-7;777;1
1067A144;20.06.2024;024119-000;SEVA STYLE;1
C0892281;20.06.2024;340-252-307-0;777;10
E4139248;21.06.2024;321-400-604-0;URA;2
E4139248;21.06.2024;321-400-604-0;URA;2
E4139248;21.06.2024;321-400-604-0;URA;2
E4139248;21.06.2024;321-400-604-0;URA;2
E4139248;21.06.2024;321-400-604-0;URA;2
FA58EF41;21.06.2024;116A8521-16;UTAH;1
BBF43381;21.06.2024;10037-0750;WIND;1
8691C25A;21.06.2024;810-2042/K;URA;30
E87979AD;21.06.2024;S67-2002-28;WIN;5
D7C686B8;21.06.2024;241-298-002-016;UTAH;1
127C6E14;21.06.2024;141A4800-1;AESHAM;3
825C3857;21.06.2024;141A4800-2;AESHAM;2
5A4C68C2;21.06.2024;5000-1-01A2396;UTAH;2
928613F0;21.06.2024;2100002-01-278;UTAH;5
D7A84AA2;21.06.2024;F74298-3;UTAH;1
DF59FB11;21.06.2024;315A1511-1;UTAH;1
395D21F4;21.06.2024;65-73978-23;UTAH;2
26ea70cf;21.06.2024;01N65900;UTAH;12
A83538F9;21.06.2024;80-178-03-88013;AESHAM;1
BF2EA160;21.06.2024;066-50008-0409;CRUISER PHIL;1
178AA3DA;21.06.2024;70-0366-11;ALR;3
7CE7F7A6;21.06.2024;4082260-937;YAKA;1
16123269;21.06.2024;3520-0579-01;YAKA;1
94AF4CAA;21.06.2024;3-1559;AESHAM;5
22934BD5;21.06.2024;3-1674;AESHAM;10
CA7943EB;21.06.2024;442653;NOR;1
B3CBB4BB;21.06.2024;285A1600-6;NOR;2
B3CBB4BB;21.06.2024;285A1600-6;NOR;2
7D034A6D;21.06.2024;700K32-018;TUPAK;1
D82185D4;21.06.2024;MLD20-508;TUPAK;3
90C12626;21.06.2024;GM127-1904-3;TUPAK;1
438FC864;21.06.2024;GM127-1909-952;TUPAK;1
8B00127A;21.06.2024;MR-10042N;TUPAK;1
29a43139;21.06.2024;32A76015-14000;AESHAM;4
32F0FFC9;21.06.2024;452-0133;CRUISER;1
7A9839D6;21.06.2024;MS24665-88;IRA;100
BDF4A702;21.06.2024;3608000-4;UTAH;2
BDF4A702;21.06.2024;3617750-1;UTAH;2
22E0DDA0;21.06.2024;822-1821-332;AESHAM;1
29a43139;21.06.2024;32A76015-14000;AESHAM;4
154D933C;21.06.2024;3126129-01;UTAH;10
031035FC;21.06.2024;500-12Y;UVTA;2
32F0FFC9;21.06.2024;452-0133;SIBA;1
0818f5cf;21.06.2024;AMBK4-4015;777;1
75E3AF16;21.06.2024;A3-254-0012-302;777;3
f0881c09;21.06.2024;4005-1-011-9006;777;5
14861957;21.06.2024;2704458-1;TUMAERO;1
c783d7da;21.06.2024;3530-0121-01;YAM;2
0D2B7CAD;21.06.2024;E28180-20-0006;AESHAM;60
8CD4E50F;21.06.2024;M30903937;AESHAM;17
8CD4E50F;21.06.2024;30903937;AESHAM;17
C2C7BDA3;21.06.2024;M30903938;AESHAM;18
C2C7BDA3;21.06.2024;30903938;AESHAM;18
27A5E982;21.06.2024;M446616;AESHAM;7
27A5E982;21.06.2024;446616;AESHAM;7
E8BF690F;21.06.2024;176200-01-01;MYANM;1
E8BF690F;21.06.2024;176200-01-01;MYANMAI;1
FBFBD36C;22.06.2024;MS24665-153;FLUI;50
D09AF4D9;22.06.2024;5912855-01;SIBA;3
D09AF4D9;22.06.2024;2726CH1;SIBA;3
D09AF4D9;22.06.2024;415242;SIBA;3
D09AF4D9;22.06.2024;5912855-01;SIBA;3
BBF43381;22.06.2024;10037-0750;WIND;1
155AF531;22.06.2024;4331772;WIND;1
8E8F4531;22.06.2024;30903886;AESHAM;6
6A510E8F;22.06.2024;1303A0000-04;AESHAM;6
04DC4FFF;22.06.2024;6774E010000;AESHAM;6
792400EA;22.06.2024;3888058-7;AESHAM;2
51198EE4;22.06.2024;606802-2;AESHAM;2
3BD08047;22.06.2024;2243800-364;AESHAM;3
5D3BB7A2;22.06.2024;822-1821-430;AESHAM;2
88549C8C;22.06.2024;D05A00;AESHAM;4
401be943;22.06.2024;2042M67P02;AESHAM;2
1E5C5B05;22.06.2024;568-1-27202-05R;AESHAM;4
A1895246;22.06.2024;3214446-4;AESHAM;2
EAEFD216;22.06.2024;4077880-982;AESHAM;1
4bdb9dfc;22.06.2024;211C223-516;AESHAM;2
8897188A;22.06.2024;21SN41-52;AESHAM;2
7BB432BB;22.06.2024;473957-4;AESHAM;2
58D40CC8;22.06.2024;071-50001-8104;AESHAM;2
F329E3BE;22.06.2024;341E030000;AESHAM;1
5C026363;22.06.2024;796-809-6A;AESHAM;2
BD721987;22.06.2024;3290770-6;AESHAM;2
32F0FFC9;22.06.2024;452-0133;AESHAM;4
A0B5D7DC;22.06.2024;822-1567-101;AESHAM;1
41D4C0AA;22.06.2024;930-2000-010;AESHAM;3
4F245A9C;22.06.2024;1982660116;AESHAM;1
B76356F6;22.06.2024;3907130402;AESHAM;9
2e2c7830;22.06.2024;TLS755-01-0102A;AESHAM;2
6CAEC55D;22.06.2024;14330-230;AESHAM;4
F78C4B81;22.06.2024;441921-5;AESHAM;2
